Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Price / International,Compare At Price / International,Status
electrical-bend,Electrical Bend,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCB38mm,FALSE,,38 Mm,,,,,,0.0,kg,shopify,100,deny,manual,280.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCB38mm.png,,,280.00,280.00,active
electrical-bend,Electrical Bend,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCB50mm,FALSE,,50 Mm,,,,,,0.0,kg,shopify,100,deny,manual,550.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCB50mm.png,,,550.00,550.00,active
connector-bars,Connector Bars,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCBL,FALSE,,Large,,,,,,0.0,kg,shopify,100,deny,manual,30.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCBL.png,,,30.00,30.00,active
connector-bars,Connector Bars,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCBS,FALSE,,Small,,,,,,0.0,kg,shopify,100,deny,manual,20.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCBS.png,,,20.00,20.00,active
electrical-conduit-coupling,Electrical Conduit Coupling,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCC20,FALSE,,20 Mm,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCC20.png,,,35.00,35.00,active
electrical-conduit-coupling,Electrical Conduit Coupling,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCC25,FALSE,,25 Mm,,,,,,0.0,kg,shopify,100,deny,manual,45.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCC25.png,,,45.00,45.00,active
electrical-conduit-coupling,Electrical Conduit Coupling,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCC32mm,FALSE,,32 Mm,,,,,,0.0,kg,shopify,100,deny,manual,85.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCC32mm.png,,,85.00,85.00,active
electrical-conduit-coupling,Electrical Conduit Coupling,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCC38mm,FALSE,,38 Mm,,,,,,0.0,kg,shopify,100,deny,manual,100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCC38mm.png,,,100.00,100.00,active
electrical-conduit-copling,Electrical Conduit Copling,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCC50,FALSE,,50 Mm,,,,,,0.0,kg,shopify,100,deny,manual,125.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCC50.png,,,125.00,125.00,active
5-gang-switch-cover,5 Gang Switch Cover,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCCOGS5,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,800.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCCOGS5.png,,,800.00,800.00,active
cable-ends,Cable Ends,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCE,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,45.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCE.png,,,45.00,45.00,active
2-way-cable-splitter,2 Way Cable Splitter,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCS2W,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,190.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCS2W.png,,,190.00,190.00,active
3-way-cable-splitter,3 Way Cable Splitter,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCS3W,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,215.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCS3W.png,,,215.00,215.00,active
wire-twist-connector,Wire Twist Connector,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCWT10,FALSE,,10 20 Amps,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCWT10.png,,,35.00,35.00,active
wire-twist-connector,Wire Twist Connector,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELCWT40A,FALSE,,40 Amp,,,,,,0.0,kg,shopify,100,deny,manual,40.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELCWT40A.png,,,40.00,40.00,active
draw-box,Draw Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELDBM4X4,FALSE,,4 X 4 Metal,,,,,,0.0,kg,shopify,100,deny,manual,880.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELDBM4X4.png,,,880.00,880.00,active
draw-box,Draw Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELDBM6X6,FALSE,,6 X 6 Galvonized,,,,,,0.0,kg,shopify,100,deny,manual,1540.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELDBM6X6.png,,,1540.00,1540.00,active
draw-box,Draw Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELDBP10X12,FALSE,,PVC 10 X 12,,,,,,0.0,kg,shopify,100,deny,manual,4500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELDBP10X12.png,,,4500.00,4500.00,active
draw-box,Draw Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELDBP4X4,FALSE,,PVC 4 X 4,,,,,,0.0,kg,shopify,100,deny,manual,1400.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELDBP4X4.png,,,1400.00,1400.00,active
draw-box,Draw Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELDBP6X6,FALSE,,PVC 6 X 6,,,,,,0.0,kg,shopify,100,deny,manual,2800.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELDBP6X6.png,,,2800.00,2800.00,active
danger-tag,Danger Tag,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELDT,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,190.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELDT.png,,,190.00,190.00,active
electrical-ends,Electrical Ends,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELE20M,FALSE,,20 Mm,,,,,,0.0,kg,shopify,100,deny,manual,55.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELE20M.png,,,55.00,55.00,active
electrical-ends,Electrical Ends,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELE25M,FALSE,,25 Mm,,,,,,0.0,kg,shopify,100,deny,manual,90.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELE25M.png,,,90.00,90.00,active
electrical-ends,Electrical Ends,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELE32M,FALSE,,32 Mm,,,,,,0.0,kg,shopify,100,deny,manual,200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELE32M.png,,,200.00,200.00,active
extention-cord,Extention Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELEC2P12,FALSE,,12 2 Pin,,,,,,0.0,kg,shopify,100,deny,manual,750.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELEC2P12.png,,,750.00,750.00,active
extention-cord,Extention Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELEC2P15,FALSE,,15 2 Pin,,,,,,0.0,kg,shopify,100,deny,manual,950.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELEC2P15.png,,,950.00,950.00,active
extention-cord,Extention Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELEC2P20,FALSE,,20 2 Pin,,,,,,0.0,kg,shopify,100,deny,manual,1085.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELEC2P20.png,,,1085.00,1085.00,active
extention-cord,Extention Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELEC3P12,FALSE,,12 Ft 3 Pin,,,,,,0.0,kg,shopify,100,deny,manual,1150.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELEC3P12.png,,,1150.00,1150.00,active
extention-cord,Extention Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELEC3P15,FALSE,,15 Ft 3 Pin,,,,,,0.0,kg,shopify,100,deny,manual,1500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELEC3P15.png,,,1500.00,1500.00,active
extention-cord,Extention Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELEC3P20,FALSE,,20 Ft 3 Pin,,,,,,0.0,kg,shopify,100,deny,manual,1300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELEC3P20.png,,,1300.00,1300.00,active
extention-cord,Extention Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELECO100,FALSE,,100 Outdoor,,,,,,0.0,kg,shopify,100,deny,manual,5800.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELECO100.png,,,5800.00,5800.00,active
extention-cord,Extention Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELECO50,FALSE,,50 Outdoor,,,,,,0.0,kg,shopify,100,deny,manual,4500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELECO50.png,,,4500.00,4500.00,active
extention-cord,Extention Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELECPS6O,FALSE,,With 6 Outlet Power Strip,,,,,,0.0,kg,shopify,100,deny,manual,1850.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELECPS6O.png,,,1850.00,1850.00,active
extention-cord,Extention Cord,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELECSE4OSP,FALSE,,With 4 Outlet Surge Protector,,,,,,0.0,kg,shopify,100,deny,manual,4900.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELECSE4OSP.png,,,4900.00,4900.00,active
extention-cord-trouble-light,Extention Cord Trouble Light,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELECTL,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,4300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELECTL.png,,,4300.00,4300.00,active
earth-rod,Earth Rod,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELERC,FALSE,,Clamp,,,,,,0.0,kg,shopify,100,deny,manual,330.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELERC.png,,,330.00,330.00,active
earth-rod,Earth Rod,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELERC4,FALSE,,Copper 4,,,,,,0.0,kg,shopify,100,deny,manual,2600.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELERC4.png,,,2600.00,2600.00,active
earth-rod,Earth Rod,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELERG4,FALSE,,Galvonized 4,,,,,,0.0,kg,shopify,100,deny,manual,2800.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELERG4.png,,,2800.00,2800.00,active
1-gang-switch-cover-decora,1 Gang Switch Cover Decora,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCCD1G,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,170.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCCD1G.png,,,170.00,170.00,active
2-gang-switch-cover-decora,2 Gang Switch Cover Decora,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCCD2G,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCCD2G.png,,,200.00,200.00,active
3-gang-switch-cover-decora,3 Gang Switch Cover Decora,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCCD3G,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,265.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCCD3G.png,,,265.00,265.00,active
4-gang-switch-cover-decora,4 Gang Switch Cover Decora,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCCD4G,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,320.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCCD4G.png,,,320.00,320.00,active
5-gang-switch-cover-decora,5 Gang Switch Cover Decora,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCCD5G,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,375.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCCD5G.png,,,375.00,375.00,active
1-gang-switch-cover,1 Gang Switch Cover,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCCOGS1,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,70.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCCOGS1.png,,,70.00,70.00,active
2-gang-switch-cover,2 Gang Switch Cover,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCCOGS2,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,190.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCCOGS2.png,,,190.00,190.00,active
3-gang-switch-cover,3 Gang Switch Cover,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCCOGS3,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,230.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCCOGS3.png,,,230.00,230.00,active
4-gang-switch-cover,4 Gang Switch Cover,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCCOGS4,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,290.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCCOGS4.png,,,290.00,290.00,active
5-gang-switch-cover,5 Gang Switch Cover,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCCOGS5,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCCOGS5.png,,,350.00,350.00,active
draw-box-4-x-4-covers,Draw Box 4 X 4 Covers,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCDB4,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,140.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCDB4.png,,,140.00,140.00,active
octogonal-box-covers,Octogonal Box Covers,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCOBC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCOBC.png,,,100.00,100.00,active
socket-cover,Socket Cover,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCSCM,FALSE,,Metal,,,,,,0.0,kg,shopify,100,deny,manual,120.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCSCM.png,,,120.00,120.00,active
socket-cover,Socket Cover,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCSCP,FALSE,,Plastic All Single,,,,,,0.0,kg,shopify,100,deny,manual,100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCSCP.png,,,100.00,100.00,active
telephone-flush-cover-assembly,Telephone Flush Cover Assembly,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCT,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCT.png,,,200.00,200.00,active
telephone-cable-flush-cover-assembly,Telephone Cable Flush Cover Assembly,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFCT&C,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,275.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFCT&C.png,,,275.00,275.00,active
female-extention-socket,Female Extention Socket,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFES,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,175.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFES.png,,,175.00,175.00,active
fridge-guard,Fridge Guard,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFG21P,FALSE,,Large,,,,,,0.0,kg,shopify,100,deny,manual,4300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFG21P.png,,,4300.00,4300.00,active
fridge-guard,Fridge Guard,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFGS,FALSE,,Super,,,,,,0.0,kg,shopify,100,deny,manual,5000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFGS.png,,,5000.00,5000.00,active
socket-cover-weather-proof,Socket Cover Weather Proof,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELFSCWP,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,510.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELFSCWP.png,,,510.00,510.00,active
grease-tube-grease-nipple,Grease Tube Grease Nipple,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELGN/T,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,330.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELGN/T.png,,,330.00,330.00,active
grounding-screws,Grounding Screws,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELGS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,15.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELGS.png,,,15.00,15.00,active
handy-box-metal,Handy Box Metal,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELHB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,240.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELHB.png,,,240.00,240.00,active
handy-box-pvc,Handy Box Pvc,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELHBPVC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELHBPVC.png,,,250.00,250.00,active
junction-box-small,Junction Box Small,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELJBS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELJBS.png,,,350.00,350.00,active
jack-plug-connector,Jack Plug Connector,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELJPC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,440.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELJPC.png,,,440.00,440.00,active
telephone-jack-wall-mounted,Telephone Jack Wall Mounted,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELJTP,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,230.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELJTP.png,,,230.00,230.00,active
telephone-jack-expander,Telephone Jack Expander,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELJTPE2W,FALSE,,2 Way,,,,,,0.0,kg,shopify,100,deny,manual,190.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELJTPE2W.png,,,190.00,190.00,active
telephone-jack-expander,Telephone Jack Expander,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELJTPE3W,FALSE,,3 Way,,,,,,0.0,kg,shopify,100,deny,manual,190.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELJTPE3W.png,,,190.00,190.00,active
vhs-cable-jack,Vhs Cable Jack,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELJVHSC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,475.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELJVHSC.png,,,475.00,475.00,active
map-light,Map Light,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELMAPL,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELMAPL.png,,,200.00,200.00,active
mem-box-3-4-gang,Mem Box 3 4 Gang,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELMB3-4GDPVC,FALSE,,Double Mem PVC,,,,,,0.0,kg,shopify,100,deny,manual,480.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELMB3-4GDPVC.png,,,480.00,480.00,active
mem-box-3-4-gang,Mem Box 3 4 Gang,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELMB3-4GM,FALSE,,9 Double Mem Metal,,,,,,0.0,kg,shopify,100,deny,manual,390.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELMB3-4GM.png,,,390.00,390.00,active
mem-box-single,Mem Box Single,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELMB3-4GPVC,FALSE,,PVC,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELMB3-4GPVC.png,,,300.00,300.00,active
mem-box-single,Mem Box Single,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELMBS,FALSE,,Metal 110 V,,,,,,0.0,kg,shopify,100,deny,manual,230.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELMBS.png,,,230.00,230.00,active
motion-detector-light,Motion Detector Light,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELMDL,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,7900.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELMDL.png,,,7900.00,7900.00,active
male-plug,Male Plug,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELMP2,FALSE,,2 Pin,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELMP2.png,,,250.00,250.00,active
male-plug,Male Plug,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELMP3,FALSE,,3 Pin,,,,,,0.0,kg,shopify,100,deny,manual,400.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELMP3.png,,,400.00,400.00,active
meter-socket,Meter Socket,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELMS100A,FALSE,,100 Amp,,,,,,0.0,kg,shopify,100,deny,manual,2580.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELMS100A.png,,,2580.00,2580.00,active
meter-socket,Meter Socket,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELMS200A,FALSE,,200 Amp,,,,,,0.0,kg,shopify,100,deny,manual,8250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELMS200A.png,,,8250.00,8250.00,active
network-ends,Network Ends,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELNE5E,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,80.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELNE5E.png,,,80.00,80.00,active
one-bolt-clamp,One Bolt Clamp,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELOBC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,490.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELOBC.png,,,490.00,490.00,active
octagonal-box,Octagonal Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELOBM,FALSE,,Metal,,,,,,0.0,kg,shopify,100,deny,manual,240.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELOBM.png,,,240.00,240.00,active
octagonal-box,Octagonal Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELOBPVC,FALSE,,PVC,,,,,,0.0,kg,shopify,100,deny,manual,270.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELOBPVC.png,,,270.00,270.00,active
panel-box,Panel Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPB12,FALSE,,12 Way,,,,,,0.0,kg,shopify,100,deny,manual,9800.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPB12.png,,,9800.00,9800.00,active
panel-box,Panel Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPB16W,FALSE,,16 Way,,,,,,0.0,kg,shopify,100,deny,manual,15300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPB16W.png,,,15300.00,15300.00,active
panel-box,Panel Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPB20W,FALSE,,20 Way,,,,,,0.0,kg,shopify,100,deny,manual,18000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPB20W.png,,,18000.00,18000.00,active
panel-box,Panel Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPB24W,FALSE,,24 Way,,,,,,0.0,kg,shopify,100,deny,manual,20000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPB24W.png,,,20000.00,20000.00,active
panel-box,Panel Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPB32W,FALSE,,32 Way,,,,,,0.0,kg,shopify,100,deny,manual,27000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPB32W.png,,,27000.00,27000.00,active
panel-box,Panel Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPB4,FALSE,,4 Way,,,,,,0.0,kg,shopify,100,deny,manual,3000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPB4.png,,,3000.00,3000.00,active
panel-box,Panel Box,,croftshill-enterprise,Hardware > Power & Electrical Supplies,,ELPB6,FALSE,,6 Way,,,,,,0.0,kg,shopify,100,deny,manual,3700.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/ELPB6.png,,,3700.00,3700.00,active
