Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Price / International,Compare At Price / International,Status
red-salt-drench,Red Salt Drench,,croftshill-enterprise,Home & Garden,,AGMDRS,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,220 00,,FALSE,TRUE,,,,,??,???,draft
fish-oil-lamp-oil,Fish Oil Lamp Oil,,croftshill-enterprise,Home & Garden,,AGMFO/LOL,FALSE,Unit,250 Ml,,,,,,0.0,kg,,0,deny,manual,650 00,,FALSE,TRUE,,,,,??,???,draft
lamp-oil-fish-oil,Lamp Oil Fish Oil,,croftshill-enterprise,Home & Garden,,AGMFO/LOS,FALSE,Unit,60,,,,,,0.0,kg,,0,deny,manual,330 00,,FALSE,TRUE,,,,,??,???,draft
gaseous-fluid,Gaseous Fluid,,croftshill-enterprise,Home & Garden,,AGMGF,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,500 00,,FALSE,TRUE,,,,,??,???,draft
hiprovit,Hiprovit,,croftshill-enterprise,Home & Garden,,AGMH,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,500 00,,FALSE,TRUE,,,,,??,???,draft
neo-chlor-plus-chicken-booster,Neo Chlor Plus Chicken Booster,,croftshill-enterprise,Home & Garden,,AGMNCP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1860 00,,FALSE,TRUE,,,,,??,???,draft
chicken-wormer-parazine,Chicken Wormer Parazine,,croftshill-enterprise,Home & Garden,,AGMWCP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,300 00,,FALSE,TRUE,,,,,??,???,draft
wormex-wormer-for-dogs,Wormex Wormer For Dogs,,croftshill-enterprise,Home & Garden,,AGMWD,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,250 00,,FALSE,TRUE,,,,,??,???,draft
safersan-general-wormer,Safersan General Wormer,,croftshill-enterprise,Home & Garden,,AGMWGS,FALSE,Weight,400 G,,,,,,0.0,kg,,0,deny,manual,625 00,,FALSE,TRUE,,,,,??,???,draft
levox-wormer,Levox Wormer,,croftshill-enterprise,Home & Garden,,AGMWL150ml,FALSE,Unit,150 Ml,,,,,,0.0,kg,,0,deny,manual,500 00,,FALSE,TRUE,,,,,??,???,draft
levox-wormer,Levox Wormer,,croftshill-enterprise,Home & Garden,,AGMWL450ml,FALSE,Unit,450 Ml,,,,,,0.0,kg,,0,deny,manual,880 00,,FALSE,TRUE,,,,,??,???,draft
wound-oil-spray,Wound Oil Spray,,croftshill-enterprise,Home & Garden,,AGMWOS,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,550 00,,FALSE,TRUE,,,,,??,???,draft
wound-powder,Wound Powder,,croftshill-enterprise,Home & Garden,,AGMWP85g,FALSE,Weight,85 G,,,,,,0.0,kg,,0,deny,manual,430 00,,FALSE,TRUE,,,,,??,???,draft
pig-wormer-carlo,Pig Wormer Carlo,,croftshill-enterprise,Home & Garden,,AGMWPC,FALSE,Weight,24 G,,,,,,0.0,kg,,0,deny,manual,300 00,,FALSE,TRUE,,,,,??,???,draft
valbazen,Valbazen,,croftshill-enterprise,Home & Garden,,AGMWV,FALSE,Unit,125 Ml,,,,,,0.0,kg,,0,deny,manual,550 00,,FALSE,TRUE,,,,,??,???,draft
119-insect-killer,119 Insect Killer,,croftshill-enterprise,Home & Garden,,AGP119,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,200 00,,FALSE,TRUE,,,,,??,???,draft
ant-powder-pack,Ant Powder Pack,,croftshill-enterprise,Home & Garden,,AGPAPP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,250 00,,FALSE,TRUE,,,,,??,???,draft
potting-bag,Potting Bag,,croftshill-enterprise,Home & Garden,,AGPB,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,15 00,,FALSE,TRUE,,,,,??,???,draft
bagon,Bagon,,croftshill-enterprise,Home & Garden,,AGPB260ml,FALSE,Unit,260 Ml,,,,,,0.0,kg,,0,deny,manual,545 00,,FALSE,TRUE,,,,,??,???,draft
baygon,Baygon,,croftshill-enterprise,Home & Garden,,AGPB400ML,FALSE,Unit,400 Ml,,,,,,0.0,kg,,0,deny,manual,885 00,,FALSE,TRUE,,,,,??,???,draft
baygon,Baygon,,croftshill-enterprise,Home & Garden,,AGPB600ML,FALSE,Unit,600 Ml,,,,,,0.0,kg,,0,deny,manual,1275 00,,FALSE,TRUE,,,,,??,???,draft
cockroach-powder,Cockroach Powder,,croftshill-enterprise,Home & Garden,,AGPCP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,120 00,,FALSE,TRUE,,,,,??,???,draft
caratrax,Caratrax,,croftshill-enterprise,Home & Garden,,AGPCX250ML,FALSE,Unit,250 Ml,,,,,,0.0,kg,,0,deny,manual,1500 00,,FALSE,TRUE,,,,,??,???,draft
diazinon,Diazinon,,croftshill-enterprise,Home & Garden,,AGPD,FALSE,Unit,Pint,,,,,,0.0,kg,,0,deny,manual,1130 00,,FALSE,TRUE,,,,,??,???,draft
diazanon,Diazanon,,croftshill-enterprise,Home & Garden,,AGPD250ml,FALSE,Unit,250 Ml,,,,,,0.0,kg,,0,deny,manual,850 00,,FALSE,TRUE,,,,,??,???,draft
diazanon,Diazanon,,croftshill-enterprise,Home & Garden,,AGPDD100ML,FALSE,Unit,100 Ml,,,,,,0.0,kg,,0,deny,manual,500 00,,FALSE,TRUE,,,,,??,???,draft
dipel-oz,Dipel Oz,,croftshill-enterprise,Home & Garden,,AGPDIPEL,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,200 00,,FALSE,TRUE,,,,,??,???,draft
poultry-feeder-hanging,Poultry Feeder Hanging,,croftshill-enterprise,Home & Garden,,AGPFH,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2205 00,,FALSE,TRUE,,,,,??,???,draft
fly-and-insect-glue,Fly And Insect Glue,,croftshill-enterprise,Home & Garden,,AGPFIG,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,80 00,,FALSE,TRUE,,,,,??,???,draft
fly-ribbon,Fly Ribbon,,croftshill-enterprise,Home & Garden,,AGPFR,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,55 00,,FALSE,TRUE,,,,,??,???,draft
silvertone-flea-and-tick-killer,Silvertone Flea And Tick Killer,,croftshill-enterprise,Home & Garden,,AGPFTPS,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,565 00,,FALSE,TRUE,,,,,??,???,draft
jeyes-fluid-half-flask,Jeyes Fluid Half Flask,,croftshill-enterprise,Home & Garden,,AGPJF12oz,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,800 00,,FALSE,TRUE,,,,,??,???,draft
karate-250-ml,Karate 250 Ml,,croftshill-enterprise,Home & Garden,,AGPK250ml,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2500 00,,FALSE,TRUE,,,,,??,???,draft
malathion-250-ml,Malathion 250 Ml,,croftshill-enterprise,Home & Garden,,AGPM,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1000 00,,FALSE,TRUE,,,,,??,???,draft
pyro-spray,Pyro Spray,,croftshill-enterprise,Home & Garden,,AGPP285,FALSE,Unit,285 Ml,,,,,,0.0,kg,,0,deny,manual,650 00,,FALSE,TRUE,,,,,??,???,draft
pyro-spray,Pyro Spray,,croftshill-enterprise,Home & Garden,,AGPP350,FALSE,Unit,350 Ml,,,,,,0.0,kg,,0,deny,manual,700 00,,FALSE,TRUE,,,,,??,???,draft
pyro-spray,Pyro Spray,,croftshill-enterprise,Home & Garden,,AGPP450,FALSE,Unit,450 Ml,,,,,,0.0,kg,,0,deny,manual,800 00,,FALSE,TRUE,,,,,??,???,draft
pyro-spray,Pyro Spray,,croftshill-enterprise,Home & Garden,,AGPP600,FALSE,Unit,600 Ml,,,,,,0.0,kg,,0,deny,manual,980 00,,FALSE,TRUE,,,,,??,???,draft
protox-spray,Protox Spray,,croftshill-enterprise,Home & Garden,,AGPPX200,FALSE,Unit,200 Ml Spray,,,,,,0.0,kg,,0,deny,manual,420 00,,FALSE,TRUE,,,,,??,???,draft
protox-spray,Protox Spray,,croftshill-enterprise,Home & Garden,,AGPPX400,FALSE,Unit,400 Ml Spray,,,,,,0.0,kg,,0,deny,manual,540 00,,FALSE,TRUE,,,,,??,???,draft
protex-spray,Protex Spray,,croftshill-enterprise,Home & Garden,,AGPPX600,FALSE,Unit,600 Ml,,,,,,0.0,kg,,0,deny,manual,750 00,,FALSE,TRUE,,,,,??,???,draft
rid-o-pest-12-oz,Rid O Pest 12 Oz,,croftshill-enterprise,Home & Garden,,AGPROP12,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,770 00,,FALSE,TRUE,,,,,??,???,draft
slug-pellets-lb,Slug Pellets Lb,,croftshill-enterprise,Home & Garden,,AGPSP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,550 00,,FALSE,TRUE,,,,,??,???,draft
carlo-screw-worm-spray,Carlo Screw Worm Spray,,croftshill-enterprise,Home & Garden,,AGPSWC200ml,FALSE,Unit,200 Ml,,,,,,0.0,kg,,0,deny,manual,650 00,,FALSE,TRUE,,,,,??,???,draft
triatix,Triatix,,croftshill-enterprise,Home & Garden,,AGPT,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,500 00,,FALSE,TRUE,,,,,??,???,draft
asuntol-tick-wash,Asuntol Tick Wash,,croftshill-enterprise,Home & Garden,,AGPTWA,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,480 00,,FALSE,TRUE,,,,,??,???,draft
cypermethrin,Cypermethrin,,croftshill-enterprise,Home & Garden,,AGPTWS150ML,FALSE,Unit,150 Ml,,,,,,0.0,kg,,0,deny,manual,275 00,,FALSE,TRUE,,,,,??,???,draft
cypermethrin,Cypermethrin,,croftshill-enterprise,Home & Garden,,AGPTWS240ml,FALSE,Unit,240 Ml,,,,,,0.0,kg,,0,deny,manual,670 00,,FALSE,TRUE,,,,,??,???,draft
vape-insect-spray,Vape Insect Spray,,croftshill-enterprise,Home & Garden,,AGPV400,FALSE,Unit,400 Ml,,,,,,0.0,kg,,0,deny,manual,810 00,,FALSE,TRUE,,,,,??,???,draft
vape-insect-spray,Vape Insect Spray,,croftshill-enterprise,Home & Garden,,AGPV600,FALSE,Unit,600 Ml,,,,,,0.0,kg,,0,deny,manual,1100 00,,FALSE,TRUE,,,,,??,???,draft
poultry-waterer,Poultry Waterer,,croftshill-enterprise,Home & Garden,,AGPW1,FALSE,Unit,1 Gallon,,,,,,0.0,kg,,0,deny,manual,1000 00,,FALSE,TRUE,,,,,??,???,draft
poultry-waterer,Poultry Waterer,,croftshill-enterprise,Home & Garden,,AGPW2,FALSE,Unit,2 Gallon,,,,,,0.0,kg,,0,deny,manual,1865 00,,FALSE,TRUE,,,,,??,???,draft
wood-preservative-and-termite-killer,Wood Preservative And Termite Killer,,croftshill-enterprise,Home & Garden,,AGPWPTK,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,750 00,,FALSE,TRUE,,,,,??,???,draft
rope-lb,Rope Lb,,croftshill-enterprise,Home & Garden,,AGR,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,580 00,,FALSE,TRUE,,,,,??,???,draft
clothes-line-rope-fine-rope-lb,Clothes Line Rope Fine Rope Lb,,croftshill-enterprise,Home & Garden,,AGRCL,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,650 00,,FALSE,TRUE,,,,,??,???,draft
swivle,Swivle,,croftshill-enterprise,Home & Garden,,AGRSEXL,FALSE,Size,Extra Large,,,,,,0.0,kg,,0,deny,manual,650 00,,FALSE,TRUE,,,,,??,???,draft
swivel,Swivel,,croftshill-enterprise,Home & Garden,,AGRSL,FALSE,Size,Large,,,,,,0.0,kg,,0,deny,manual,570 00,,FALSE,TRUE,,,,,??,???,draft
swivel,Swivel,,croftshill-enterprise,Home & Garden,,AGRSM,FALSE,Size,Medium,,,,,,0.0,kg,,0,deny,manual,530 00,,FALSE,TRUE,,,,,??,???,draft
swivel,Swivel,,croftshill-enterprise,Home & Garden,,AGRSS,FALSE,Size,Small,,,,,,0.0,kg,,0,deny,manual,450 00,,FALSE,TRUE,,,,,??,???,draft
rope-swivle,Rope Swivle,,croftshill-enterprise,Home & Garden,,AGRSLF,FALSE,Size,Large Factory Made,,,,,,0.0,kg,,0,deny,manual,600 00,,FALSE,TRUE,,,,,??,???,draft
rope-swivle,Rope Swivle,,croftshill-enterprise,Home & Garden,,AGRSMF,FALSE,Size,Medium Factory Made,,,,,,0.0,kg,,0,deny,manual,580 00,,FALSE,TRUE,,,,,??,???,draft
rope-swivle,Rope Swivle,,croftshill-enterprise,Home & Garden,,AGRSSF,FALSE,Size,Small Factory Made,,,,,,0.0,kg,,0,deny,manual,500 00,,FALSE,TRUE,,,,,??,???,draft
broccoli,Broccoli,,croftshill-enterprise,Home & Garden,,AGSB,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,815 00,,FALSE,TRUE,,,,,??,???,draft
cucumber-seed-pandia-100-g,Cucumber Seed Pandia 100 G,,croftshill-enterprise,Home & Garden,,AGSC,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1350 00,,FALSE,TRUE,,,,,??,???,draft
callallo-seed,Callallo Seed,,croftshill-enterprise,Home & Garden,,AGSCAL,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,115 00,,FALSE,TRUE,,,,,??,???,draft
cauliflower,Cauliflower,,croftshill-enterprise,Home & Garden,,AGSCau,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,565 00,,FALSE,TRUE,,,,,??,???,draft
carrot-seed-tin-100-g,Carrot Seed Tin 100 G,,croftshill-enterprise,Home & Garden,,AGSCgp,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1500 00,,FALSE,TRUE,,,,,??,???,draft
cabbage-resist-crown-pack,Cabbage Resist Crown Pack,,croftshill-enterprise,Home & Garden,,AGSCRCP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,550 00,,FALSE,TRUE,,,,,??,???,draft
cabbage-trop-2000-seeds,Cabbage Trop 2000 Seeds,,croftshill-enterprise,Home & Garden,,AGSCT2000,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1470 00,,FALSE,TRUE,,,,,??,???,draft
lettuce,Lettuce,,croftshill-enterprise,Home & Garden,,AGSLgl,FALSE,Type,Great Lakes,,,,,,0.0,kg,,0,deny,manual,1690 00,,FALSE,TRUE,,,,,??,???,draft
lettuce,Lettuce,,croftshill-enterprise,Home & Garden,,AGSLi,FALSE,Type,Iceberg,,,,,,0.0,kg,,0,deny,manual,1450 00,,FALSE,TRUE,,,,,??,???,draft
okra-seed,Okra Seed,,croftshill-enterprise,Home & Garden,,AGSO,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,680 00,,FALSE,TRUE,,,,,??,???,draft
pruning-scissors,Pruning Scissors,,croftshill-enterprise,Home & Garden,,AGSP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1000 00,,FALSE,TRUE,,,,,??,???,draft
spray-pan,Spray Pan,,croftshill-enterprise,Home & Garden,,AGSP15L,FALSE,Unit,15 Litre,,,,,,0.0,kg,,0,deny,manual,6000 00,,FALSE,TRUE,,,,,??,???,draft
spray-pan,Spray Pan,,croftshill-enterprise,Home & Garden,,AGSP16LF,FALSE,Unit,16 Litre Federalli,,,,,,0.0,kg,,0,deny,manual,5935 00,,FALSE,TRUE,,,,,??,???,draft
spray-pan,Spray Pan,,croftshill-enterprise,Home & Garden,,AGSP19L,FALSE,Unit,19 Litre,,,,,,0.0,kg,,0,deny,manual,7000 00,,FALSE,TRUE,,,,,??,???,draft
spray-pan,Spray Pan,,croftshill-enterprise,Home & Garden,,AGSP20L,FALSE,Unit,20 Litre,,,,,,0.0,kg,,0,deny,manual,10000 00,,FALSE,TRUE,,,,,??,???,draft
spray-bottle-federali-1-litre,Spray Bottle Federali 1 Litre,,croftshill-enterprise,Home & Garden,,AGSPB,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1000 00,,FALSE,TRUE,,,,,??,???,draft
pac-choy,Pac Choy,,croftshill-enterprise,Home & Garden,,AGSPCp,FALSE,Type,Tin,,,,,,0.0,kg,,0,deny,manual,1600 00,,FALSE,TRUE,,,,,??,???,draft
pac-choy,Pac Choy,,croftshill-enterprise,Home & Garden,,AGSPCP200g,FALSE,Type,200 GRAM PACK,,,,,,0.0,kg,,0,deny,manual,1000 00,,FALSE,TRUE,,,,,??,???,draft
spray-pan,Spray Pan,,croftshill-enterprise,Home & Garden,,AGSPO6L,FALSE,Type,Osatu 6 Litre,,,,,,0.0,kg,,0,deny,manual,5000 00,,FALSE,TRUE,,,,,??,???,draft
red-peas,Red Peas,,croftshill-enterprise,Home & Garden,,AGSRP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,225 00,,FALSE,TRUE,,,,,??,???,draft
spreader-sticker-qt,Spreader Sticker Qt,,croftshill-enterprise,Home & Garden,,AGSS,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,500 00,,FALSE,TRUE,,,,,??,???,draft
string-beans,String Beans,,croftshill-enterprise,Home & Garden,,AGSSB,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,300 00,,FALSE,TRUE,,,,,??,???,draft
scotch-bonnet-pepper-seed-oz,Scotch Bonnet Pepper Seed Oz,,croftshill-enterprise,Home & Garden,,AGSSBP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,85 00,,FALSE,TRUE,,,,,??,???,draft
sweet-pepper-seeds-calif-wonder,Sweet Pepper Seeds Calif Wonder,,croftshill-enterprise,Home & Garden,,AGSSPcw,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1760 00,,FALSE,TRUE,,,,,??,???,draft
sweet-pepper-king-henry-oz,Sweet Pepper King Henry Oz,,croftshill-enterprise,Home & Garden,,AGSSPKH,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2060 00,,FALSE,TRUE,,,,,??,???,draft
tomato-seed,Tomato Seed,,croftshill-enterprise,Home & Garden,,AGSTF,FALSE,Type,Florodale Oz,,,,,,0.0,kg,,0,deny,manual,300 00,,FALSE,TRUE,,,,,??,???,draft
tomato-seed,Tomato Seed,,croftshill-enterprise,Home & Garden,,AGSTR,FALSE,Type,Roma Oz,,,,,,0.0,kg,,0,deny,manual,275 00,,FALSE,TRUE,,,,,??,???,draft
barb-wire,Barb Wire,,croftshill-enterprise,Home & Garden,,AGWB200M,FALSE,Length,200 Meteres,,,,,,0.0,kg,,0,deny,manual,9000 00,,FALSE,TRUE,,,,,??,???,draft
barb-wire,Barb Wire,,croftshill-enterprise,Home & Garden,,AGWB400M,FALSE,Length,400 Meters,,,,,,0.0,kg,,0,deny,manual,14500 00,,FALSE,TRUE,,,,,??,???,draft
hog-wire-4,Hog Wire 4,,croftshill-enterprise,Home & Garden,,AGWH4,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,19875 00,,FALSE,TRUE,,,,,??,???,draft
mesh-wire,Mesh Wire,,croftshill-enterprise,Home & Garden,,AGWM3,FALSE,Length,Yd 3 19500 Per Roll,,,,,,0.0,kg,,0,deny,manual,520 00,,FALSE,TRUE,,,,,??,???,draft
mesh-wire,Mesh Wire,,croftshill-enterprise,Home & Garden,,AGWM4,FALSE,Length,Yd 4 22000 Per Roll,,,,,,0.0,kg,,0,deny,manual,580 00,,FALSE,TRUE,,,,,??,???,draft
2-4-d-weedicide,2 4 D Weedicide,,croftshill-enterprise,Home & Garden,,AGWS24D1L,FALSE,Unit,1 L,,,,,,0.0,kg,,0,deny,manual,1050 00,,FALSE,TRUE,,,,,??,???,draft
8-l-2-4-d-weedicide,8 L 2 4 D Weedicide,,croftshill-enterprise,Home & Garden,,AGWS24D3,FALSE,Unit,Gal,,,,,,0.0,kg,,0,deny,manual,3300 00,,FALSE,TRUE,,,,,??,???,draft
6-d-amine-1-litre,6 D Amine 1 Litre,,croftshill-enterprise,Home & Garden,,AGWS6D,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2000 00,,FALSE,TRUE,,,,,??,???,draft
atrimet-combi-qt,Atrimet Combi Qt,,croftshill-enterprise,Home & Garden,,AGWSAC,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1220 00,,FALSE,TRUE,,,,,??,???,draft
diuron-1-litre,Diuron 1 Litre,,croftshill-enterprise,Home & Garden,,AGWSD,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2000 00,,FALSE,TRUE,,,,,??,???,draft
glyphos-1-l,Glyphos 1 L,,croftshill-enterprise,Home & Garden,,AGWSG1L,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1800 00,,FALSE,TRUE,,,,,??,???,draft
8-l-glyphos-3-8-l,8 L Glyphos 3 8 L,,croftshill-enterprise,Home & Garden,,AGWSG3,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,6780 00,,FALSE,TRUE,,,,,??,???,draft
glyphosate-litre,Glyphosate Litre,,croftshill-enterprise,Home & Garden,,AGWSGL,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2200 00,,FALSE,TRUE,,,,,??,???,draft
gai-quat-1-litre,Gai Quat 1 Litre,,croftshill-enterprise,Home & Garden,,AGWSGQ1L,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1600 00,,FALSE,TRUE,,,,,??,???,draft
gramoxone-super,Gramoxone Super,,croftshill-enterprise,Home & Garden,,AGWSGS1L,FALSE,Unit,1 Litre,,,,,,0.0,kg,,0,deny,manual,1875 00,,FALSE,TRUE,,,,,??,???,draft
gromoxone-super,Gromoxone Super,,croftshill-enterprise,Home & Garden,,AGWSGS250ml,FALSE,Unit,250 Ml,,,,,,0.0,kg,,0,deny,manual,800 00,,FALSE,TRUE,,,,,??,???,draft
krismat-lb,Krismat Lb,,croftshill-enterprise,Home & Garden,,AGWSK,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,2125 00,,FALSE,TRUE,,,,,??,???,draft
karmex-lb,Karmex Lb,,croftshill-enterprise,Home & Garden,,AGWSKar,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1415 00,,FALSE,TRUE,,,,,??,???,draft
lavax,Lavax,,croftshill-enterprise,Home & Garden,,AGWSLG,FALSE,Unit,Gallon,,,,,,0.0,kg,,0,deny,manual,4500 00,,FALSE,TRUE,,,,,??,???,draft
lavox,Lavox,,croftshill-enterprise,Home & Garden,,AGWSLq,FALSE,Unit,Quart,,,,,,0.0,kg,,0,deny,manual,1300 00,,FALSE,TRUE,,,,,??,???,draft
pilardir,Pilardir,,croftshill-enterprise,Home & Garden,,AGWSP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1800 00,,FALSE,TRUE,,,,,??,???,draft
paraquat,Paraquat,,croftshill-enterprise,Home & Garden,,AGWSP1L,FALSE,Unit,1 L,,,,,,0.0,kg,,0,deny,manual,1770 00,,FALSE,TRUE,,,,,??,???,draft
8-l-paraquat,8 L Paraquat,,croftshill-enterprise,Home & Garden,,AGWSP3,FALSE,Unit,3 8 L,,,,,,0.0,kg,,0,deny,manual,4120 00,,FALSE,TRUE,,,,,??,???,draft
water-sprinkler-rotating,Water Sprinkler Rotating,,croftshill-enterprise,Home & Garden,,AGWSR,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,745 00,,FALSE,TRUE,,,,,??,???,draft
riddown,Riddown,,croftshill-enterprise,Home & Garden,,AGWSRG,FALSE,Unit,GALLON Systemic Spray,,,,,,0.0,kg,,0,deny,manual,4700 00,,FALSE,TRUE,,,,,??,???,draft
riddown,Riddown,,croftshill-enterprise,Home & Garden,,AGWSRQ,FALSE,Unit,QUART Systemic Weed Killer,,,,,,0.0,kg,,0,deny,manual,1400 00,,FALSE,TRUE,,,,,??,???,draft
round-up,Round Up,,croftshill-enterprise,Home & Garden,,AGWSRU1L,FALSE,Unit,1 Litre,,,,,,0.0,kg,,0,deny,manual,2300 00,,FALSE,TRUE,,,,,??,???,draft
velzone,Velzone,,croftshill-enterprise,Home & Garden,,AGWSV1L,FALSE,Unit,1 Litre,,,,,,0.0,kg,,0,deny,manual,2375 00,,FALSE,TRUE,,,,,??,???,draft
touchdown,Touchdown,,croftshill-enterprise,Home & Garden,,AGWTD,FALSE,Unit,Qt,,,,,,0.0,kg,,0,deny,manual,1355 00,,FALSE,TRUE,,,,,??,???,draft
break-fluid,Break Fluid,,croftshill-enterprise,Vehicles & Parts,,AUBF,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,520 00,,FALSE,TRUE,,,,,??,???,draft
battery-terminal,Battery Terminal,,croftshill-enterprise,Vehicles & Parts,,AUBT,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,100 00,,FALSE,TRUE,,,,,??,???,draft
battery-terminal-cleaner,Battery Terminal Cleaner,,croftshill-enterprise,Vehicles & Parts,,AUBTC,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,320 00,,FALSE,TRUE,,,,,??,???,draft
fuse,Fuse,,croftshill-enterprise,Vehicles & Parts,,AUF,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,30 00,,FALSE,TRUE,,,,,??,???,draft
fix-it-pro,Fix It Pro,,croftshill-enterprise,Vehicles & Parts,,AUFIP,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,115 00,,FALSE,TRUE,,,,,??,???,draft
inspection-lamp,Inspection Lamp,,croftshill-enterprise,Vehicles & Parts,,AUIL,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,505 00,,FALSE,TRUE,,,,,??,???,draft
jumper-cable-light-auto,Jumper Cable Light Auto,,croftshill-enterprise,Vehicles & Parts,,AUJCLt,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1245 00,,FALSE,TRUE,,,,,??,???,draft
lug-tool-4-way,Lug Tool 4 Way,,croftshill-enterprise,Vehicles & Parts,,AULT4W,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,1380 00,,FALSE,TRUE,,,,,??,???,draft
map-light,Map Light,,croftshill-enterprise,Vehicles & Parts,,AUML,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,180 00,,FALSE,TRUE,,,,,??,???,draft
40-d-motor-oil-15-w-40-quart-diesel,40 D Motor Oil 15 W 40 Quart Diesel,,croftshill-enterprise,Vehicles & Parts,,AUO15,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,865 00,,FALSE,TRUE,,,,,??,???,draft
oil-2-stroke,Oil 2 Stroke,,croftshill-enterprise,Vehicles & Parts,,AUO2S,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,345 00,,FALSE,TRUE,,,,,??,???,draft
motor-oil-40,Motor Oil 40,,croftshill-enterprise,Vehicles & Parts,,AUO40,FALSE,Title,Default Title,,,,,,0.0,kg,,0,deny,manual,575 00,,FALSE,TRUE,,,,,??,???,draft
